game_id,season_type,tip_utc,tip_et,away_team,home_team,venue,city,state,national_tv,home_rsns,away_rsns,international,is_tbd
0012500008,Preseason,2025-10-02T16:00:00Z,2025-10-02T11:00:00-05:00,PHI (76ers),NYK (Knicks),Etihad Arena,Abu Dhabi,"",NBA TV,MSG,"","",false
0012500001,Preseason,2025-10-04T02:00:00Z,2025-10-03T21:00:00-05:00,PHX (Suns),LAL (Lakers),Acrisure Arena,Palm Desert,CA,NBA TV,Spectrum SportsNet,Arizona's Family 3TV / Arizona's Family Sports,"",false
0012500009,Preseason,2025-10-03T09:30:00Z,2025-10-03T04:30:00-05:00,MEL (United),NOP (Pelicans),Rod Laver Arena,Melbourne,"",NBA TV,GCSEN,"","",false
0012500010,Preseason,2025-10-04T15:00:00Z,2025-10-04T10:00:00-05:00,NYK (Knicks),PHI (76ers),Etihad Arena,Abu Dhabi,"",NBA TV,"",MSG,"",false
0012500011,Preseason,2025-10-05T03:00:00Z,2025-10-04T22:00:00-05:00,SEM (Phoenix),NOP (Pelicans),Rod Laver Arena,Melbourne,"",NBA TV,GCSEN,"","",false
0012500026,Preseason,2025-10-05T00:00:00Z,2025-10-04T19:00:00-05:00,HAP (Jerusalem B.C.),BKN (Nets),Barclays Center,Brooklyn,NY,"",YES,"","",false
0012500027,Preseason,2025-10-05T00:00:00Z,2025-10-04T19:00:00-05:00,ORL (Magic),MIA (Heat),Coliseo de Puerto Rico,"San Juan,Puerto Rico","",NBA TV,FanDuel Sports Network - Sun,FanDuel Sports Network - Florida,"",false
0012500028,Preseason,2025-10-05T01:00:00Z,2025-10-04T20:00:00-05:00,MIN (Timberwolves),DEN (Nuggets),Pechanga Arena,San Diego,CA,"",Altitude,"","",false
0012500029,Preseason,2025-10-05T21:00:00Z,2025-10-05T16:00:00-05:00,OKC (Thunder),CHA (Hornets),North Charleston Coliseum,Charleston,SC,"","",Thunder App,"",false
0012500030,Preseason,2025-10-06T00:30:00Z,2025-10-05T19:30:00-05:00,LAL (Lakers),GSW (Warriors),Chase Center,San Francisco,CA,ESPN,NBCSBA,Spectrum SportsNet,"",false
0012500002,Preseason,2025-10-06T23:30:00Z,2025-10-06T18:30:00-05:00,MIL (Bucks),MIA (Heat),Kaseya Center,Miami,FL,"",FanDuel Sports Network - Sun,FanDuel Sports Network - Wisconsin,"",false
0012500014,Preseason,2025-10-07T00:00:00Z,2025-10-06T19:00:00-05:00,ATL (Hawks),HOU (Rockets),Toyota Center,Houston,TX,"",Space City Home Network,FanDuel Sports Network - Southeast - Atlanta,"",false
0012500031,Preseason,2025-10-07T00:00:00Z,2025-10-06T19:00:00-05:00,DET (Pistons),MEM (Grizzlies),FedExForum,Memphis,TN,"",FanDuel Sports Network - Southeast - Memphis,FanDuel Sports Network - Detroit,"",false
0012500032,Preseason,2025-10-07T00:00:00Z,2025-10-06T19:00:00-05:00,GUA (Loong-Lions),SAS (Spurs),Frost Bank Center,San Antonio,TX,"",CWSA,"","",false
0012500033,Preseason,2025-10-07T00:30:00Z,2025-10-06T19:30:00-05:00,OKC (Thunder),DAL (Mavericks),Dickies Arena,Fort Worth,TX,NBA TV,KFAA,FDSNOK/KSBI,"",false
0012500034,Preseason,2025-10-07T02:00:00Z,2025-10-06T21:00:00-05:00,DEN (Nuggets),TOR (Raptors),Rogers Arena,Vancouver,BC,"",TSN,"","",false
0012500035,Preseason,2025-10-07T23:00:00Z,2025-10-07T18:00:00-05:00,CHI (Bulls),CLE (Cavaliers),Rocket Arena,Cleveland,OH,Peacock,FanDuel Sports Network - Ohio,Chicago Sports Network,"",false
0012500036,Preseason,2025-10-08T00:00:00Z,2025-10-07T19:00:00-05:00,IND (Pacers),MIN (Timberwolves),Target Center,Minneapolis,MN,"",FanDuel Sports Network - North,FanDuel Sports Network - Indiana,"",false
0012500003,Preseason,2025-10-08T23:30:00Z,2025-10-08T18:30:00-05:00,SAS (Spurs),MIA (Heat),Kaseya Center,Miami,FL,NBA TV,FanDuel Sports Network - Sun,CWSA,"",false
0012500015,Preseason,2025-10-09T02:00:00Z,2025-10-08T21:00:00-05:00,POR (Trail Blazers),GSW (Warriors),Chase Center,San Francisco,CA,NBA TV,NBCSBA,KUNP,"",false
0012500016,Preseason,2025-10-09T02:00:00Z,2025-10-08T21:00:00-05:00,TOR (Raptors),SAC (Kings),Golden 1 Center,Sacramento,CA,"",Kings.com/live,TSN,"",false
0012500037,Preseason,2025-10-09T00:00:00Z,2025-10-08T19:00:00-05:00,UTA (Jazz),HOU (Rockets),Toyota Center,Houston,TX,"",Space City Home Network,KJZZ,"",false
0012500038,Preseason,2025-10-09T00:00:00Z,2025-10-08T19:00:00-05:00,BOS (Celtics),MEM (Grizzlies),FedExForum,Memphis,TN,"",FanDuel Sports Network - Southeast - Memphis,NBC SPORTS BOSTON,"",false
0012500039,Preseason,2025-10-09T23:30:00Z,2025-10-09T18:30:00-05:00,MIN (Timberwolves),NYK (Knicks),Madison Square Garden,New York,NY,NBA TV,MSG 2,"","",false
0012500040,Preseason,2025-10-10T00:00:00Z,2025-10-09T19:00:00-05:00,CLE (Cavaliers),CHI (Bulls),United Center,Chicago,IL,"",Chicago Sports Network Plus,FanDuel Sports Network - Ohio,"",false
0012500041,Preseason,2025-10-10T00:00:00Z,2025-10-09T19:00:00-05:00,DET (Pistons),MIL (Bucks),Fiserv Forum,Milwaukee,WI,"",FanDuel Sports Network - Wisconsin,FanDuel Sports Network - Detroit,"",false
0012500042,Preseason,2025-10-10T00:00:00Z,2025-10-09T19:00:00-05:00,CHA (Hornets),OKC (Thunder),Paycom Center,Oklahoma City,OK,"",FDSNOK/KSBI,FanDuel Sports Network - Southeast - Charlotte,"",false
0012500043,Preseason,2025-10-10T02:30:00Z,2025-10-09T21:30:00-05:00,GUA (Loong-Lions),LAC (Clippers),Frontwave Arena,Oceanside,CA,"","","","",false
0012500012,Preseason,2025-10-10T12:00:00Z,2025-10-10T07:00:00-05:00,PHX (Suns),BKN (Nets),Venetian Arena,"Macao, China","",NBA TV,"",Arizona's Family Sports,"",false
0012500017,Preseason,2025-10-11T02:00:00Z,2025-10-10T21:00:00-05:00,SAC (Kings),POR (Trail Blazers),Moda Center,Portland,OR,"","",Kings.com/live,"",false
0012500044,Preseason,2025-10-10T23:00:00Z,2025-10-10T18:00:00-05:00,BOS (Celtics),TOR (Raptors),Scotiabank Arena,Toronto,ON,"",SN,NBC SPORTS BOSTON,"",false
0012500045,Preseason,2025-10-11T00:00:00Z,2025-10-10T19:00:00-05:00,UTA (Jazz),SAS (Spurs),Frost Bank Center,San Antonio,TX,"",News 4 San Antonio,KJZZ,"",false
0012500070,Preseason,2025-10-10T23:00:00Z,2025-10-10T18:00:00-05:00,ORL (Magic),PHI (76ers),Xfinity Mobile Arena,Philadelphia,PA,NBA TV,NBC Sports Philadelphia,"","",false
0012500018,Preseason,2025-10-12T00:00:00Z,2025-10-11T19:00:00-05:00,ATL (Hawks),MEM (Grizzlies),FedExForum,Memphis,TN,"",FanDuel Sports Network - Southeast - Memphis,FanDuel Sports Network - Southeast - Atlanta,"",false
0012500046,Preseason,2025-10-11T23:00:00Z,2025-10-11T18:00:00-05:00,OKC (Thunder),IND (Pacers),Gainbridge Fieldhouse,Indianapolis,IN,NBA TV,FanDuel Sports Network - Indiana,FanDuel Sports Network - Oklahoma,"",false
0012500047,Preseason,2025-10-12T00:30:00Z,2025-10-11T19:30:00-05:00,CHA (Hornets),DAL (Mavericks),American Airlines Center,Dallas,TX,"",KFAA,"","",false
0012500004,Preseason,2025-10-13T01:30:00Z,2025-10-12T20:30:00-05:00,GSW (Warriors),LAL (Lakers),Crypto.com Arena,Los Angeles,CA,"",Spectrum SportsNet,"","",false
0012500013,Preseason,2025-10-12T11:00:00Z,2025-10-12T06:00:00-05:00,BKN (Nets),PHX (Suns),Venetian Arena,"Macao, China","",NBA TV,Arizona's Family Sports,"","",false
0012500048,Preseason,2025-10-12T19:00:00Z,2025-10-12T14:00:00-05:00,TOR (Raptors),WAS (Wizards),Capital One Arena,Washington,DC,NBA TV,Monumental Sports Network,SN,"",false
0012500049,Preseason,2025-10-12T22:00:00Z,2025-10-12T17:00:00-05:00,MIA (Heat),ORL (Magic),Kia Center,Orlando,FL,"",FanDuel Sports Network - Florida,FanDuel Sports Network - Sun,"",false
0012500050,Preseason,2025-10-12T23:00:00Z,2025-10-12T18:00:00-05:00,CLE (Cavaliers),BOS (Celtics),TD Garden,Boston,MA,ESPN,NBC SPORTS BOSTON,FanDuel Sports Network - Ohio,"",false
0012500051,Preseason,2025-10-12T23:00:00Z,2025-10-12T18:00:00-05:00,MIL (Bucks),CHI (Bulls),United Center,Chicago,IL,"",Chicago Sports Network,FanDuel Sports Network - Wisconsin,"",false
0012500052,Preseason,2025-10-13T01:30:00Z,2025-10-12T20:30:00-05:00,DEN (Nuggets),LAC (Clippers),Intuit Dome,Inglewood,CA,ESPN,FanDuel Sports Network - SoCal/KTLA,"","",false
0012500019,Preseason,2025-10-13T22:00:00Z,2025-10-13T17:00:00-05:00,MIA (Heat),ATL (Hawks),State Farm Arena,Atlanta,GA,NBA TV,FanDuel Sports Network - Southeast - Atlanta,FanDuel Sports Network - Sun,"",false
0012500053,Preseason,2025-10-13T23:00:00Z,2025-10-13T18:00:00-05:00,SAS (Spurs),IND (Pacers),Gainbridge Fieldhouse,Indianapolis,IN,"",FanDuel Sports Network - Indiana,CWSA,"",false
0012500054,Preseason,2025-10-13T23:30:00Z,2025-10-13T18:30:00-05:00,WAS (Wizards),NYK (Knicks),Madison Square Garden,New York,NY,"",MSG,Monumental Sports Network,"",false
0012500055,Preseason,2025-10-14T00:00:00Z,2025-10-13T19:00:00-05:00,GUA (Loong-Lions),MIN (Timberwolves),Target Center,Minneapolis,MN,"","","","",false
0012500056,Preseason,2025-10-14T01:00:00Z,2025-10-13T20:00:00-05:00,DAL (Mavericks),UTA (Jazz),Delta Center,Salt Lake City,UT,NBA TV,KJZZ,KFAA,"",false
0012500020,Preseason,2025-10-15T00:00:00Z,2025-10-14T19:00:00-05:00,HOU (Rockets),NOP (Pelicans),Legacy Arena at the BJCC,Birmingham,AL,"",GCSEN,Space City Home Network,"",false
0012500021,Preseason,2025-10-15T02:00:00Z,2025-10-14T21:00:00-05:00,GSW (Warriors),POR (Trail Blazers),Moda Center,Portland,OR,"",KUNP,"","",false
0012500057,Preseason,2025-10-14T23:00:00Z,2025-10-14T18:00:00-05:00,DET (Pistons),CLE (Cavaliers),Rocket Arena,Cleveland,OH,"",FanDuel Sports Network - Ohio,FanDuel Sports Network - Detroit,"",false
0012500058,Preseason,2025-10-15T00:00:00Z,2025-10-14T19:00:00-05:00,OKC (Thunder),MIL (Bucks),Fiserv Forum,Milwaukee,WI,Peacock,FanDuel Sports Network - Wisconsin,"","",false
0012500059,Preseason,2025-10-15T01:00:00Z,2025-10-14T20:00:00-05:00,CHI (Bulls),DEN (Nuggets),Ball Arena,Denver,CO,"","",Chicago Sports Network,"",false
0012500060,Preseason,2025-10-15T02:00:00Z,2025-10-14T21:00:00-05:00,LAL (Lakers),PHX (Suns),Mortgage Matchup Center,Phoenix,AZ,"",Arizona's Family 3TV / Arizona's Family Sports,Spectrum SportsNet,"",false
0012500005,Preseason,2025-10-16T02:30:00Z,2025-10-15T21:30:00-05:00,DAL (Mavericks),LAL (Lakers),T-Mobile Arena,Las Vegas,NV,ESPN,Spectrum SportsNet,KFAA,"",false
0012500022,Preseason,2025-10-16T02:00:00Z,2025-10-15T21:00:00-05:00,LAC (Clippers),SAC (Kings),Golden 1 Center,Sacramento,CA,"",NBCSCA,"","",false
0012500061,Preseason,2025-10-15T23:00:00Z,2025-10-15T18:00:00-05:00,MEM (Grizzlies),CHA (Hornets),First Horizon Coliseum,Greensboro,NC,"",FanDuel Sports Network - Southeast - Charlotte,FanDuel Sports Network - Southeast - Memphis,"",false
0012500062,Preseason,2025-10-15T23:30:00Z,2025-10-15T18:30:00-05:00,TOR (Raptors),BOS (Celtics),TD Garden,Boston,MA,NBA TV,NBC SPORTS BOSTON,TSN,"",false
0012500023,Preseason,2025-10-16T23:00:00Z,2025-10-16T18:00:00-05:00,NOP (Pelicans),ORL (Magic),Kia Center,Orlando,FL,"",FanDuel Sports Network - Florida,Pelicans.com,"",false
0012500024,Preseason,2025-10-16T23:30:00Z,2025-10-16T18:30:00-05:00,HOU (Rockets),ATL (Hawks),State Farm Arena,Atlanta,GA,ESPN2,"",Space City Home Network,"",false
0012500025,Preseason,2025-10-17T01:00:00Z,2025-10-16T20:00:00-05:00,POR (Trail Blazers),UTA (Jazz),Delta Center,Salt Lake City,UT,"",KJZZ,"","",false
0012500063,Preseason,2025-10-16T23:00:00Z,2025-10-16T18:00:00-05:00,WAS (Wizards),DET (Pistons),Little Caesars Arena,Detroit,MI,"",FanDuel Sports Network - Detroit,Monumental Sports Network,"",false
0012500064,Preseason,2025-10-17T00:00:00Z,2025-10-16T19:00:00-05:00,MIN (Timberwolves),CHI (Bulls),United Center,Chicago,IL,"",Chicago Sports Network,FanDuel Sports Network - North,"",false
0012500006,Preseason,2025-10-18T00:00:00Z,2025-10-17T19:00:00-05:00,MEM (Grizzlies),MIA (Heat),Kaseya Center,Miami,FL,"",FanDuel Sports Network - Sun,FanDuel Sports Network - Southeast - Memphis,"",false
0012500007,Preseason,2025-10-18T02:30:00Z,2025-10-17T21:30:00-05:00,SAC (Kings),LAL (Lakers),Crypto.com Arena,Los Angeles,CA,NBA TV,Spectrum SportsNet,Kings.com/live,"",false
0012500065,Preseason,2025-10-17T23:00:00Z,2025-10-17T18:00:00-05:00,BKN (Nets),TOR (Raptors),Scotiabank Arena,Toronto,ON,"",TSN,YES,"",false
0012500066,Preseason,2025-10-17T23:30:00Z,2025-10-17T18:30:00-05:00,CHA (Hornets),NYK (Knicks),Madison Square Garden,New York,NY,"",MSG,"","",false
0012500067,Preseason,2025-10-18T00:00:00Z,2025-10-17T19:00:00-05:00,DEN (Nuggets),OKC (Thunder),Paycom Center,Oklahoma City,OK,NBA TV,FDSNOK/KSBI,"","",false
0012500068,Preseason,2025-10-18T00:00:00Z,2025-10-17T19:00:00-05:00,IND (Pacers),SAS (Spurs),Frost Bank Center,San Antonio,TX,"",FanDuel Sports Network - Southwest,FanDuel Sports Network - Indiana,"",false
0012500069,Preseason,2025-10-18T02:00:00Z,2025-10-17T21:00:00-05:00,LAC (Clippers),GSW (Warriors),Chase Center,San Francisco,CA,"",NBCSBA,"","",false
0012500071,Preseason,2025-10-17T23:00:00Z,2025-10-17T18:00:00-05:00,MIN (Timberwolves),PHI (76ers),Xfinity Mobile Arena,Philadelphia,PA,"",NBC Sports Philadelphia,"","",false
0022500001,Regular Season,2025-10-21T23:30:00Z,2025-10-21T18:30:00-05:00,HOU (Rockets),OKC (Thunder),Paycom Center,Oklahoma City,OK,NBC | Peacock,"","","",false
0022500002,Regular Season,2025-10-22T02:00:00Z,2025-10-21T21:00:00-05:00,GSW (Warriors),LAL (Lakers),Crypto.com Arena,Los Angeles,CA,NBC | Peacock,"","","",false
0022500003,Regular Season,2025-10-22T23:00:00Z,2025-10-22T18:00:00-05:00,CLE (Cavaliers),NYK (Knicks),Madison Square Garden,New York,NY,ESPN,MSG,"","",false
0022500004,Regular Season,2025-10-23T01:30:00Z,2025-10-22T20:30:00-05:00,SAS (Spurs),DAL (Mavericks),American Airlines Center,Dallas,TX,ESPN,"","","",false
0022500080,Regular Season,2025-10-22T23:00:00Z,2025-10-22T18:00:00-05:00,BKN (Nets),CHA (Hornets),Spectrum Center,Charlotte,NC,"",FanDuel Sports Network - Southeast - Charlotte,YES,"",false
0022500081,Regular Season,2025-10-22T23:00:00Z,2025-10-22T18:00:00-05:00,MIA (Heat),ORL (Magic),Kia Center,Orlando,FL,"",FanDuel Sports Network - Florida,FanDuel Sports Network - Sun,"",false
0022500082,Regular Season,2025-10-22T23:30:00Z,2025-10-22T18:30:00-05:00,TOR (Raptors),ATL (Hawks),State Farm Arena,Atlanta,GA,"",FanDuel Sports Network - Southeast - Atlanta,SN,"",false
0022500083,Regular Season,2025-10-22T23:30:00Z,2025-10-22T18:30:00-05:00,PHI (76ers),BOS (Celtics),TD Garden,Boston,MA,"",NBC SPORTS BOSTON,NBC Sports Philadelphia,"",false
0022500084,Regular Season,2025-10-23T00:00:00Z,2025-10-22T19:00:00-05:00,DET (Pistons),CHI (Bulls),United Center,Chicago,IL,"",Chicago Sports Network,FanDuel Sports Network - Detroit,"",false
0022500085,Regular Season,2025-10-23T00:00:00Z,2025-10-22T19:00:00-05:00,NOP (Pelicans),MEM (Grizzlies),FedExForum,Memphis,TN,"",FanDuel Sports Network - Southeast - Memphis,GCSEN / WVUE,"",false
0022500086,Regular Season,2025-10-23T00:00:00Z,2025-10-22T19:00:00-05:00,WAS (Wizards),MIL (Bucks),Fiserv Forum,Milwaukee,WI,"",FanDuel Sports Network - Wisconsin,Monumental Sports Network,"",false
0022500087,Regular Season,2025-10-23T01:00:00Z,2025-10-22T20:00:00-05:00,LAC (Clippers),UTA (Jazz),Delta Center,Salt Lake City,UT,"",KJZZ,FanDuel Sports Network - SoCal,"",false
0022500088,Regular Season,2025-10-23T02:00:00Z,2025-10-22T21:00:00-05:00,SAC (Kings),PHX (Suns),Mortgage Matchup Center,Phoenix,AZ,"",Arizona's Family 3TV / Arizona's Family Sports,NBCSCA,"",false
0022500089,Regular Season,2025-10-23T02:00:00Z,2025-10-22T21:00:00-05:00,MIN (Timberwolves),POR (Trail Blazers),Moda Center,Portland,OR,"",KUNP,FanDuel Sports Network - North,"",false
0022500005,Regular Season,2025-10-23T23:30:00Z,2025-10-23T18:30:00-05:00,OKC (Thunder),IND (Pacers),Gainbridge Fieldhouse,Indianapolis,IN,ESPN,FanDuel Sports Network - Indiana,FanDuel Sports Network - Oklahoma,"",false
0022500006,Regular Season,2025-10-24T02:00:00Z,2025-10-23T21:00:00-05:00,DEN (Nuggets),GSW (Warriors),Chase Center,San Francisco,CA,ESPN,NBCSBA,"","",false
0022500018,Regular Season,2025-10-24T23:30:00Z,2025-10-24T18:30:00-05:00,BOS (Celtics),NYK (Knicks),Madison Square Garden,New York,NY,Prime Video,"","","",false
0022500019,Regular Season,2025-10-25T02:00:00Z,2025-10-24T21:00:00-05:00,MIN (Timberwolves),LAL (Lakers),Crypto.com Arena,Los Angeles,CA,Prime Video,"","","",false
0022500090,Regular Season,2025-10-24T23:00:00Z,2025-10-24T18:00:00-05:00,ATL (Hawks),ORL (Magic),Kia Center,Orlando,FL,"",FanDuel Sports Network - Florida,FanDuel Sports Network - Southeast - Atlanta,"",false
0022500091,Regular Season,2025-10-24T23:30:00Z,2025-10-24T18:30:00-05:00,CLE (Cavaliers),BKN (Nets),Barclays Center,Brooklyn,NY,"",YES,FanDuel Sports Network - Ohio,"",false
0022500092,Regular Season,2025-10-24T22:30:00Z,2025-10-24T17:30:00-05:00,MIL (Bucks),TOR (Raptors),Scotiabank Arena,Toronto,ON,"",TSN,FanDuel Sports Network - Wisconsin,"",false
0022500093,Regular Season,2025-10-25T00:00:00Z,2025-10-24T19:00:00-05:00,DET (Pistons),HOU (Rockets),Toyota Center,Houston,TX,"",Space City Home Network,FanDuel Sports Network - Detroit,"",false
0022500094,Regular Season,2025-10-25T00:00:00Z,2025-10-24T19:00:00-05:00,MIA (Heat),MEM (Grizzlies),FedExForum,Memphis,TN,"",FanDuel Sports Network - Southeast - Memphis,FanDuel Sports Network - Sun,"",false
0022500095,Regular Season,2025-10-25T00:00:00Z,2025-10-24T19:00:00-05:00,SAS (Spurs),NOP (Pelicans),Smoothie King Center,New Orleans,LA,"",GCSEN,KENS,"",false
0022500096,Regular Season,2025-10-25T00:30:00Z,2025-10-24T19:30:00-05:00,WAS (Wizards),DAL (Mavericks),American Airlines Center,Dallas,TX,"",KFAA/WFAA,Monumental Sports Network,"",false
0022500097,Regular Season,2025-10-25T02:00:00Z,2025-10-24T21:00:00-05:00,GSW (Warriors),POR (Trail Blazers),Moda Center,Portland,OR,"",KUNP,NBCSBA,"",false
0022500098,Regular Season,2025-10-25T02:00:00Z,2025-10-24T21:00:00-05:00,UTA (Jazz),SAC (Kings),Golden 1 Center,Sacramento,CA,"",NBCSCA,KJZZ,"",false
0022500099,Regular Season,2025-10-25T02:30:00Z,2025-10-24T21:30:00-05:00,PHX (Suns),LAC (Clippers),Intuit Dome,Inglewood,CA,"",FanDuel Sports Network - SoCal,Arizona's Family 3TV / Arizona's Family Sports,"",false
0022500100,Regular Season,2025-10-25T23:00:00Z,2025-10-25T18:00:00-05:00,CHI (Bulls),ORL (Magic),Kia Center,Orlando,FL,"",FanDuel Sports Network - Florida,Chicago Sports Network,"",false
0022500101,Regular Season,2025-10-25T23:30:00Z,2025-10-25T18:30:00-05:00,OKC (Thunder),ATL (Hawks),State Farm Arena,Atlanta,GA,NBA TV,FanDuel Sports Network - Southeast - Atlanta,FDSNOK/KWTV,"",false
0022500102,Regular Season,2025-10-25T23:30:00Z,2025-10-25T18:30:00-05:00,CHA (Hornets),PHI (76ers),Xfinity Mobile Arena,Philadelphia,PA,"",NBC Sports Philadelphia,FanDuel Sports Network - Southeast - Charlotte,"",false
0022500103,Regular Season,2025-10-26T00:00:00Z,2025-10-25T19:00:00-05:00,IND (Pacers),MEM (Grizzlies),FedExForum,Memphis,TN,"",FanDuel Sports Network - Southeast - Memphis,FanDuel Sports Network - Indiana,"",false
0022500104,Regular Season,2025-10-26T01:00:00Z,2025-10-25T20:00:00-05:00,PHX (Suns),DEN (Nuggets),Ball Arena,Denver,CO,"",ALT/KTVD,Arizona's Family Sports / CBS 5,"",false
0022500105,Regular Season,2025-10-26T18:00:00Z,2025-10-26T13:00:00-05:00,BKN (Nets),SAS (Spurs),Frost Bank Center,San Antonio,TX,"",FanDuel Sports Network - Southwest,YES,"",false
0022500106,Regular Season,2025-10-26T19:30:00Z,2025-10-26T14:30:00-05:00,BOS (Celtics),DET (Pistons),Little Caesars Arena,Detroit,MI,"",FanDuel Sports Network - Detroit,NBC SPORTS BOSTON,"",false
0022500107,Regular Season,2025-10-26T22:00:00Z,2025-10-26T17:00:00-05:00,MIL (Bucks),CLE (Cavaliers),Rocket Arena,Cleveland,OH,"",FanDuel Sports Network - Ohio,FanDuel Sports Network - Wisconsin,"",false
0022500108,Regular Season,2025-10-26T22:00:00Z,2025-10-26T17:00:00-05:00,NYK (Knicks),MIA (Heat),Kaseya Center,Miami,FL,"",FanDuel Sports Network - Sun,MSG,"",false
0022500109,Regular Season,2025-10-26T22:00:00Z,2025-10-26T17:00:00-05:00,CHA (Hornets),WAS (Wizards),Capital One Arena,Washington,DC,"",Monumental Sports Network,FanDuel Sports Network - Southeast - Charlotte,"",false
0022500110,Regular Season,2025-10-26T23:00:00Z,2025-10-26T18:00:00-05:00,IND (Pacers),MIN (Timberwolves),Target Center,Minneapolis,MN,"",FanDuel Sports Network - North,FanDuel Sports Network - Indiana,"",false
0022500111,Regular Season,2025-10-26T23:30:00Z,2025-10-26T18:30:00-05:00,TOR (Raptors),DAL (Mavericks),American Airlines Center,Dallas,TX,"",KFAA,SN,"",false
0022500112,Regular Season,2025-10-27T01:00:00Z,2025-10-26T20:00:00-05:00,POR (Trail Blazers),LAC (Clippers),Intuit Dome,Inglewood,CA,"",FanDuel Sports Network - SoCal,KUNP,"",false
0022500113,Regular Season,2025-10-27T01:00:00Z,2025-10-26T20:00:00-05:00,LAL (Lakers),SAC (Kings),Golden 1 Center,Sacramento,CA,"",NBCSCA,Spectrum SportsNet,"",false
0022500007,Regular Season,2025-10-27T23:00:00Z,2025-10-27T18:00:00-05:00,CLE (Cavaliers),DET (Pistons),Little Caesars Arena,Detroit,MI,Peacock,"","","",false
0022500008,Regular Season,2025-10-28T01:30:00Z,2025-10-27T20:30:00-05:00,DEN (Nuggets),MIN (Timberwolves),Target Center,Minneapolis,MN,Peacock,"","","",false
0022500114,Regular Season,2025-10-27T23:00:00Z,2025-10-27T18:00:00-05:00,ORL (Magic),PHI (76ers),Xfinity Mobile Arena,Philadelphia,PA,"",NBC Sports Philadelphia,FanDuel Sports Network - Florida,"",false
0022500115,Regular Season,2025-10-28T00:00:00Z,2025-10-27T19:00:00-05:00,ATL (Hawks),CHI (Bulls),United Center,Chicago,IL,"",Chicago Sports Network,FanDuel Sports Network - Southeast - Atlanta,"",false
0022500116,Regular Season,2025-10-28T00:00:00Z,2025-10-27T19:00:00-05:00,BKN (Nets),HOU (Rockets),Toyota Center,Houston,TX,"",Space City Home Network,YES,"",false
0022500117,Regular Season,2025-10-28T00:00:00Z,2025-10-27T19:00:00-05:00,BOS (Celtics),NOP (Pelicans),Smoothie King Center,New Orleans,LA,"",GCSEN,NBC SPORTS BOSTON,"",false
0022500118,Regular Season,2025-10-28T00:00:00Z,2025-10-27T19:00:00-05:00,TOR (Raptors),SAS (Spurs),Frost Bank Center,San Antonio,TX,"",FanDuel Sports Network - Southwest,SN,"",false
0022500119,Regular Season,2025-10-28T00:30:00Z,2025-10-27T19:30:00-05:00,OKC (Thunder),DAL (Mavericks),American Airlines Center,Dallas,TX,"",KFAA,FanDuel Sports Network - Oklahoma,"",false
0022500120,Regular Season,2025-10-28T01:00:00Z,2025-10-27T20:00:00-05:00,PHX (Suns),UTA (Jazz),Delta Center,Salt Lake City,UT,"",KJZZ,Arizona's Family 3TV / Arizona's Family Sports,"",false
0022500121,Regular Season,2025-10-28T02:00:00Z,2025-10-27T21:00:00-05:00,MEM (Grizzlies),GSW (Warriors),Chase Center,San Francisco,CA,"",NBCSBA,FanDuel Sports Network - Southeast - Memphis,"",false
0022500122,Regular Season,2025-10-28T02:30:00Z,2025-10-27T21:30:00-05:00,POR (Trail Blazers),LAL (Lakers),Crypto.com Arena,Los Angeles,CA,"",Spectrum SportsNet,KUNP,"",false
0022500123,Regular Season,2025-10-28T23:00:00Z,2025-10-28T18:00:00-05:00,PHI (76ers),WAS (Wizards),Capital One Arena,Washington,DC,"",Monumental Sports Network,NBC Sports Philadelphia,"",false
0022500124,Regular Season,2025-10-28T23:30:00Z,2025-10-28T18:30:00-05:00,CHA (Hornets),MIA (Heat),Kaseya Center,Miami,FL,"",FanDuel Sports Network - Sun,FanDuel Sports Network - Southeast - Charlotte,"",false
0022500125,Regular Season,2025-10-29T00:00:00Z,2025-10-28T19:00:00-05:00,NYK (Knicks),MIL (Bucks),Fiserv Forum,Milwaukee,WI,NBC | Peacock,"","","",false
0022500126,Regular Season,2025-10-29T00:00:00Z,2025-10-28T19:00:00-05:00,SAC (Kings),OKC (Thunder),Paycom Center,Oklahoma City,OK,"",FanDuel Sports Network - Oklahoma,NBCSCA,"",false
0022500127,Regular Season,2025-10-29T03:00:00Z,2025-10-28T22:00:00-05:00,LAC (Clippers),GSW (Warriors),Chase Center,San Francisco,CA,NBC | Peacock,NBCSBA,"","",false
0022500128,Regular Season,2025-10-29T23:00:00Z,2025-10-29T18:00:00-05:00,CLE (Cavaliers),BOS (Celtics),TD Garden,Boston,MA,ESPN,NBC SPORTS BOSTON,FanDuel Sports Network - Ohio,"",false
0022500129,Regular Season,2025-10-29T23:00:00Z,2025-10-29T18:00:00-05:00,ORL (Magic),DET (Pistons),Little Caesars Arena,Detroit,MI,"",FanDuel Sports Network - Detroit,FanDuel Sports Network - Florida,"",false
0022500130,Regular Season,2025-10-29T23:30:00Z,2025-10-29T18:30:00-05:00,ATL (Hawks),BKN (Nets),Barclays Center,Brooklyn,NY,"",YES,FanDuel Sports Network - Southeast - Atlanta,"",false
0022500131,Regular Season,2025-10-29T22:30:00Z,2025-10-29T17:30:00-05:00,HOU (Rockets),TOR (Raptors),Scotiabank Arena,Toronto,ON,"",TSN,Space City Home Network,"",false
